guid,first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,year,now_cost,element_type
298,Matt,Targett,1,3,36,1185,25,366.8,314.2,181.0,3,229,86.2,0,0,2,0.1,2018,42.0,
847,Michael,Obafemi,1,1,13,134,3,27.4,62.6,127.0,0,46,21.6,0,0,1,0.0,2018,50.0,
1038,Yan,Valery,2,1,54,1709,30,124.7,329.4,157.0,0,251,60.7,3,1,3,4.1,2018,41.0,
1039,Tyreke,Johnson,0,0,1,1,0,0.0,0.0,0.0,0,3,0.0,0,0,0,0.0,2018,45.0,
1040,Kayne,Ramsay,0,0,1,90,3,0.0,11.2,0.0,0,9,1.1,0,0,0,0.0,2018,40.0,
1041,Callum,Slattery,0,0,4,110,1,2.6,15.8,24.0,0,12,4.2,0,0,0,0.0,2018,45.0,
1042,Sam,Gallagher,0,0,4,32,1,0.3,0.0,0.0,0,6,0.0,0,0,0,0.1,2018,45.0,
1043,Alfie,Jones,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2018,40.0,
379,Hugo,Lloris,0,0,145,2970,33,0.0,858.2,0.0,10,691,86.0,12,0,0,6.2,2018,54.0,
380,Michel,Vorm,0,0,5,180,4,0.0,66.8,0.0,1,36,6.6,0,0,0,0.1,2018,47.0,
381,Toby,Alderweireld,0,0,107,2921,31,139.1,690.2,229.0,7,651,105.7,12,0,3,3.7,2018,60.0,
382,Danny,Rose,0,4,86,1792,16,416.6,343.6,216.0,5,352,97.6,8,0,5,1.1,2018,58.0,
384,Jan,Vertonghen,1,0,67,1911,23,116.7,445.4,165.0,7,390,72.7,6,1,3,4.0,2018,59.0,
385,Ben,Davies,0,0,66,1837,26,256.6,388.2,176.0,5,361,82.3,6,0,2,1.7,2018,56.0,
386,Kieran,Trippier,1,5,118,2275,23,827.0,601.6,121.0,16,573,155.0,10,0,2,15.2,2018,60.0,
864,Kyle,Walker-Peters,0,3,28,374,4,104.9,107.4,20.0,4,112,23.1,2,0,1,0.7,2018,42.0,
865,Davinson,Sánchez,1,2,78,1941,22,60.3,454.2,183.0,4,412,70.0,6,0,2,1.6,2018,58.0,
867,Serge,Aurier,0,2,24,562,9,108.4,151.6,45.0,0,116,30.5,2,0,1,0.5,2018,57.0,
389,Eric,Dier,3,0,56,1504,18,150.1,363.4,121.0,3,269,63.6,5,0,4,0.9,2018,47.0,
390,Mousa,Dembélé,0,0,14,512,6,17.5,51.0,1.0,0,74,7.1,1,0,1,0.7,2018,49.0,
392,Erik,Lamela,4,4,67,965,12,339.9,263.8,441.0,5,231,104.1,4,0,2,0.3,2018,59.0,
393,Christian,Eriksen,8,12,161,2770,37,1148.7,876.0,801.0,15,675,283.0,8,0,3,7.7,2018,92.0,
397,Bamidele,Alli,5,4,94,1822,21,436.6,467.2,681.0,8,356,158.5,8,0,4,2.5,2018,88.0,
399,Victor,Wanyama,1,0,24,511,4,45.0,113.2,80.0,2,105,23.9,3,0,2,0.1,2018,49.0,
401,Heung-Min,Son,12,8,159,2033,23,508.0,690.6,1002.0,17,489,219.9,10,1,2,10.6,2018,86.0,
512,Harry,Winks,1,0,53,1589,17,168.6,268.2,71.0,3,275,50.7,6,0,4,0.1,2018,55.0,
571,Moussa,Sissoko,0,3,76,2329,28,380.7,329.0,193.0,3,395,90.2,11,0,2,0.3,2018,49.0,
870,Lucas,Rodrigues Moura da Silva,10,2,131,2115,18,415.6,556.4,650.0,8,340,161.9,14,0,3,11.9,2018,69.0,
499,Fernando,Llorente,1,4,41,681,8,189.5,138.0,307.0,3,104,63.1,2,0,2,1.5,2018,51.0,
402,Harry,Kane,17,6,160,2423,31,430.0,824.6,1359.0,24,561,261.3,9,0,5,12.4,2018,126.0,
564,Georges-Kévin,Nkoudou,0,1,4,4,0,14.3,19.0,0.0,0,17,3.3,0,0,0,0.0,2018,48.0,
1044,Luke,Amos,0,0,1,2,0,0.1,2.2,0.0,0,3,0.2,0,0,0,0.1,2018,43.0,
294,Paulo,Gazzaniga,0,0,13,270,2,0.0,82.8,0.0,0,64,8.2,1,0,0,0.0,2018,45.0,
869,Alfie,Whiteman,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,2018,40.0,
1045,Oliver,Skipp,0,0,12,214,1,20.5,35.2,12.0,0,40,7.0,2,0,0,0.0,2018,45.0,
868,Juan,Foyth,1,0,35,888,12,59.8,248.6,53.0,4,172,36.3,3,1,3,0.2,2018,50.0,
1046,Timothy,Eyoma,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,2018,40.0,
871,Kazaiah,Sterling,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2018,45.0,
1047,George,Marsh,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2018,45.0,
404,Vincent,Janssen,0,0,3,36,0,1.6,6.2,57.0,0,4,6.5,0,0,0,0.1,2018,45.0,
406,Heurelho,Gomes,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,2018,42.0,
1048,Pontus,Dahlberg,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,2018,43.0,
340,Younes,Kaboul,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,2018,42.0,
407,Craig,Cathcart,3,0,93,3095,54,25.5,719.6,262.0,5,552,100.8,6,0,2,3.2,2018,45.0,
408,Sebastian,Prödl,0,0,1,13,0,0.0,0.0,0.0,0,2,0.0,0,0,0,0.1,2018,42.0,
410,José,Holebas,3,7,93,2392,41,598.2,642.4,164.0,10,437,140.6,5,1,12,7.9,2018,48.0,
412,Miguel,Britos,0,0,3,184,5,0.3,28.4,0.0,0,22,2.9,0,0,0,0.0,2018,43.0,
413,Christian,Kabasele,0,0,36,1584,29,24.0,355.2,189.0,1,212,56.7,3,1,2,0.3,2018,44.0,
539,Daryl,Janmaat,0,2,50,1520,22,212.2,346.2,118.0,6,274,67.8,3,0,3,0.4,2018,49.0,
555,Adrian,Mariappa,0,0,57,1924,32,61.9,404.6,79.0,2,334,54.5,5,0,3,0.6,2018,42.0,
872,Francisco,Femenía Far,1,1,66,2043,40,252.9,420.2,87.0,6,412,76.0,4,0,1,1.2,2018,42.0,
877,Marvin,Zeegelaar,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2018,42.0,
1049,Marc,Navarro,0,0,2,84,3,5.3,16.0,2.0,0,12,2.3,0,0,0,0.0,2018,42.0,
1050,Adam,Masina,0,1,26,1002,20,70.8,201.0,27.0,1,165,30.1,2,0,5,0.1,2018,43.0,
529,Nathaniel,Chalobah,0,0,10,265,7,20.2,35.6,31.0,0,42,8.8,0,0,2,0.1,2018,44.0,
134,Tom,Cleverley,1,0,25,470,7,33.4,97.4,40.0,2,87,17.2,3,0,2,0.0,2018,50.0,
415,Etienne,Capoue,1,3,79,2944,48,219.2,656.6,152.0,8,496,102.8,8,1,14,0.5,2018,48.0,
481,Abdoulaye,Doucouré,5,7,124,3061,56,544.1,735.6,709.0,14,550,198.9,5,0,7,2.8,2018,58.0,
538,Roberto,Pereyra,6,4,122,2817,53,512.7,458.4,744.0,13,432,171.8,6,0,3,8.0,2018,59.0,
873,Will,Hughes,2,4,87,2419,39,416.0,429.2,451.0,5,320,129.6,7,0,5,0.7,2018,49.0,
140,Gerard,Deulofeu,10,5,133,2064,29,455.6,549.2,856.0,10,344,185.6,9,0,3,7.2,2018,57.0,
67,Andre,Gray,7,2,83,1352,23,183.9,331.8,620.0,10,254,112.8,4,0,2,1.9,2018,59.0,
424,Troy,Deeney,9,5,116,2542,44,549.5,607.4,1019.0,13,411,216.9,5,1,4,3.7,2018,58.0,
551,Stefano,Okaka,0,0,1,22,1,24.7,3.2,26.0,0,-1,5.2,0,0,1,0.1,2018,50.0,
427,Jerome,Sinclair,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,2018,44.0,
429,Ben,Foster,0,0,129,3420,59,50.0,988.0,1.0,11,703,104.1,7,0,1,8.5,2018,46.0,
1051,Ken,Sema,1,2,37,747,9,112.7,128.6,169.0,1,91,40.8,3,0,1,0.1,2018,46.0,
609,Domingos,Quina,1,0,17,334,5,40.2,69.0,22.0,2,68,13.1,0,0,0,0.1,2018,44.0,
1052,Isaac,Success Ajayi,1,1,42,1033,21,274.5,148.6,394.0,0,125,81.4,2,0,4,2.4,2018,45.0,
1053,Ben,Wilmot,0,0,1,26,2,0.3,7.2,0.0,0,8,0.8,0,0,0,0.1,2018,40.0,
1054,Adalberto,Peñaranda,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2018,50.0,
449,Adrián,San Miguel del Castillo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,2018,42.0,
355,Lukasz,Fabianski,0,0,143,3420,55,20.0,1136.0,0.0,15,742,115.5,7,0,0,14.3,2018,47.0,
452,Winston,Reid,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2018,44.0,
453,Aaron,Cresswell,0,1,34,1588,26,290.9,318.2,113.0,0,257,72.3,1,0,1,0.5,2018,50.0,
455,Angelo,Ogbonna,1,1,48,1871,36,54.2,462.4,168.0,2,314,68.5,2,0,2,0.8,2018,42.0,
456,Sam,Byram,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2018,45.0,
220,Pablo,Zabaleta,0,1,56,2089,35,163.2,447.4,106.0,4,350,71.8,4,0,4,1.7,2018,43.0,
617,Declan,Rice,2,0,92,3003,47,174.2,584.4,213.0,9,586,97.1,6,0,4,4.2,2018,44.0,
454,Reece,Oxford,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,2018,42.0,
1055,Ryan,Fredericks,1,0,38,1084,16,77.2,254.8,85.0,4,169,42.0,3,0,5,0.3,2018,45.0,
1056,Issa,Diop,1,0,87,2970,43,52.3,733.0,162.0,6,561,94.8,7,0,4,1.4,2018,42.0,
504,Arthur,Masuaku,0,2,49,1757,29,212.0,434.4,55.0,0,311,70.3,4,0,2,1.5,2018,42.0,
457,Mark,Noble,5,5,99,2289,31,359.8,521.4,196.0,5,454,107.6,7,1,6,0.5,2018,48.0,
459,Pedro,Obiang,0,2,43,1116,21,105.9,219.2,112.0,1,188,43.6,2,0,0,0.8,2018,42.0,
461,Manuel,Lanzini,1,2,31,685,12,118.2,141.0,165.0,3,148,42.4,2,0,2,0.1,2018,64.0,
463,Michail,Antonio,6,8,118,2093,30,346.2,482.0,852.0,6,305,167.0,7,0,3,1.2,2018,68.0,
541,Edimilson,Fernandes,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,2018,45.0,
330,Marko,Arnautovic,10,5,117,1988,34,500.6,551.6,946.0,15,405,199.2,4,0,3,6.7,2018,67.0,
467,Andy,Carroll,0,0,12,454,7,51.4,41.8,169.0,0,10,25.8,0,0,2,0.1,2018,54.0,
889,Javier,Hernández Balcázar,7,4,86,1326,20,112.0,301.0,528.0,10,276,93.4,6,0,2,1.5,2018,61.0,
895,Jordan,Hugill,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2018,50.0,
16,Jack,Wilshere,0,2,17,388,10,74.0,72.0,17.0,0,90,16.3,1,0,2,0.8,2018,48.0,
1057,Andriy,Yarmolenko,2,1,27,456,6,84.6,86.0,122.0,2,88,29.1,1,0,2,0.5,2018,67.0,
1058,Fabián,Balbuena,1,0,61,2013,32,40.9,534.6,201.0,3,375,77.8,5,0,2,0.3,2018,42.0,
1059,Felipe Anderson,Pereira Gomes,9,6,155,3045,49,1042.4,882.2,799.0,18,619,272.2,7,0,3,8.2,2018,68.0,
154,Robert,Snodgrass,2,5,85,2215,33,976.0,460.8,380.0,9,364,181.5,5,0,10,0.9,2018,50.0,
548,Lucas,Pérez,3,0,33,465,13,110.5,136.8,131.0,5,127,37.7,0,0,0,0.1,2018,62.0,
1060,Carlos,Sánchez,0,0,9,240,4,28.8,24.6,24.0,0,44,7.8,0,0,0,0.1,2018,43.0,
898,Grady,Diangana,0,1,25,600,13,174.5,115.0,175.0,0,86,46.2,2,0,0,0.0,2018,45.0,
1061,Joe,Powell,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2018,45.0,
1062,Conor,Coventry,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2018,45.0,
1063,Alexandre Nascimento,Costa Silva,0,0,1,17,0,10.3,2.0,36.0,0,3,4.8,0,0,0,0.2,2018,45.0,
228,Samir,Nasri,0,2,14,243,2,86.6,49.8,28.0,0,61,16.4,1,0,0,0.2,2018,49.0,
892,Ben,Johnson,0,0,2,62,1,0.4,7.8,0.0,0,6,0.8,0,0,0,0.0,2018,40.0,
664,Nathan,Holland,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,2018,40.0,
1064,John,Ruddy,0,0,7,90,0,0.0,26.6,0.0,0,25,2.7,1,0,0,0.2,2018,42.0,
1065,Will,Norris,0,0,1,1,0,0.0,0.0,0.0,0,3,0.0,0,0,0,2.3,2018,39.0,
1066,Willy,Boly,4,0,120,3168,43,146.9,954.2,279.0,10,635,137.7,8,1,2,6.1,2018,47.0,
1067,Barry,Douglas,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2018,50.0,
1068,Matt,Doherty,4,7,144,3141,41,547.4,758.8,711.0,12,596,201.6,8,0,5,21.9,2018,53.0,
1069,Romain,Saïss,2,0,47,1142,17,70.9,363.6,129.0,5,248,56.2,3,0,7,0.4,2018,42.0,
1070,Ryan,Bennett,1,0,89,3060,38,129.7,566.4,172.0,1,467,86.9,9,0,12,8.0,2018,41.0,
1071,Danny,Batth,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.6,2018,40.0,
1072,Roderick Jefferson,Gonçalves Miranda,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2018,40.0,
1073,Conor,Coady,0,0,94,3420,46,26.2,593.2,0.0,6,585,61.8,9,0,5,0.9,2018,45.0,
1074,Rúben Gonçalo,Silva Nascimento Vinagre,0,0,24,703,9,113.7,117.0,69.0,0,118,30.0,1,0,1,0.1,2018,43.0,
1075,Diogo,Jota,9,8,139,2352,29,402.5,559.6,888.0,13,386,185.0,10,0,11,8.5,2018,63.0,
1076,Rúben Diogo,da Silva Neves,4,3,104,3006,43,365.9,698.2,402.0,7,483,146.8,8,0,8,10.4,2018,49.0,
1077,Ivan,Cavaleiro,3,1,48,677,11,313.6,198.0,156.0,3,156,66.0,1,0,1,0.1,2018,52.0,
1078,Hélder,Costa,1,2,52,1333,19,264.0,162.8,280.0,0,136,70.9,5,0,3,0.4,2018,46.0,
1079,Bright,Enobakhare,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,2018,43.0,
1080,Raúl,Jiménez,13,10,181,3112,40,648.5,788.8,1428.0,31,602,285.4,12,0,4,33.4,2018,69.0,
1081,Bonatini Lohner Maia,Bonatini,0,1,10,130,0,30.9,24.6,90.0,0,19,13.6,0,0,0,0.3,2018,46.0,
1082,Morgan,Gibbs-White,0,1,37,645,12,181.1,73.2,72.0,0,113,32.5,4,0,1,0.5,2018,43.0,
1083,Rafa,Mir,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2018,45.0,
1084,Rui Pedro,dos Santos Patrício,0,0,118,3330,46,0.0,695.0,0.0,4,581,69.1,8,0,0,8.0,2018,45.0,
1085,João Filipe Iria,Santos Moutinho,1,8,119,3030,39,1245.8,812.6,102.0,13,628,216.4,9,0,4,5.1,2018,51.0,
1086,Jonathan,Castro Otto,1,3,103,2772,39,447.3,523.4,361.0,9,488,133.3,8,0,6,3.6,2018,43.0,
562,Adama,Traoré,1,1,44,884,13,271.3,223.4,265.0,2,182,75.8,1,0,1,0.3,2018,51.0,
1087,Leander,Dendoncker,2,0,48,1465,21,126.6,334.8,288.0,1,209,75.1,3,0,1,0.6,2018,43.0,
1088,Kortney,Hause,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,2018,40.0,
1089,Ryan John,Giles,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2018,45.0,
1090,Max,Kilman,0,0,1,1,0,0.0,0.0,0.0,0,3,0.0,0,0,0,0.0,2018,40.0,
1091,Cameron,John,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,2018,40.0,
554,Shkodran,Mustafi,0,2,43,1205,17,45.5,277.2,155.0,2,242,47.9,4,0,2,0.4,2019,51.0,
5,Héctor,Bellerín,1,0,44,1156,18,76.9,187.8,103.0,4,204,37.0,4,0,2,1.0,2019,52.0,
683,Sead,Kolasinac,0,2,55,1694,26,182.5,269.6,81.0,1,331,53.0,4,0,4,0.5,2019,52.0,
592,Ainsley,Maitland-Niles,0,2,41,1382,22,182.0,301.8,58.0,3,244,53.6,3,1,4,2.2,2019,45.0,
901,Sokratis,Papastathopoulos,2,0,57,1696,25,36.8,436.2,110.0,5,305,58.5,4,0,6,1.3,2019,48.0,
9,Nacho,Monreal,0,0,10,270,4,40.8,47.2,12.0,1,54,10.0,1,0,0,0.2,2019,50.0,
2,Laurent,Koscielny,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,2019,50.0,
687,Konstantinos,Mavropanos,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2019,43.0,
8,Carl,Jenkinson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2019,45.0,
483,Rob,Holding,0,0,16,580,9,4.8,133.6,19.0,2,96,15.8,1,0,1,0.2,2019,44.0,
688,Pierre-Emerick,Aubameyang,22,5,205,3136,44,479.6,1006.0,1369.0,37,807,285.2,10,1,3,22.4,2019,109.0,
684,Alexandre,Lacazette,10,7,118,1867,25,337.7,536.4,861.0,16,387,173.8,5,0,8,2.4,2019,92.0,
686,Edward,Nketiah,2,0,25,628,9,67.0,90.4,210.0,1,66,36.4,3,1,0,1.6,2019,43.0,
899,Bernd,Leno,0,0,114,2649,39,0.0,843.2,0.0,10,591,84.1,7,0,2,4.2,2019,48.0,
13,Mesut,Özil,1,3,53,1439,20,582.9,223.6,190.0,1,256,99.8,5,0,1,1.1,2019,69.0,
267,Henrikh,Mkhitaryan,0,0,4,110,0,33.9,5.4,46.0,0,3,8.6,1,0,1,0.7,2019,67.0,
23,Granit,Xhaka,1,2,73,2586,31,298.5,486.2,110.0,2,408,89.9,10,0,10,0.8,2019,51.0,
902,Lucas,Torreira,1,1,46,1501,23,207.1,281.8,207.0,0,247,69.7,3,0,7,1.0,2019,47.0,
21,Mohamed,Elneny,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,2019,42.0,
903,Matteo,Guendouzi,0,2,48,1744,31,235.1,333.6,146.0,2,272,71.6,3,0,6,7.1,2019,41.0,
569,David,Luiz Moreira Marinho,2,1,94,2809,42,106.7,701.6,211.0,10,494,102.1,8,2,5,5.1,2019,57.0,
904,Emiliano,Martínez,0,0,33,770,9,0.0,256.8,0.0,1,169,25.8,3,0,2,3.8,2019,44.0,
10,Calum,Chambers,1,1,42,1102,15,113.5,272.0,203.0,5,197,58.7,3,0,5,0.6,2019,43.0,
1092,Daniel,Ceballos Fernández,0,2,57,1687,21,439.9,346.4,130.0,3,310,91.7,7,0,1,3.0,2019,52.0,
300,Cédric,Soares,1,1,61,1553,20,218.9,349.0,118.0,3,286,68.7,4,0,1,0.4,2019,48.0,
1093,Nicolas,Pépé,5,6,106,2004,30,639.4,500.2,624.0,9,353,176.5,5,0,4,3.0,2019,89.0,
685,Reiss,Nelson,1,1,30,622,7,148.3,110.4,185.0,0,105,44.4,2,0,1,0.1,2019,53.0,
689,Joseph,Willock,1,1,41,838,16,165.9,176.8,212.0,0,150,55.2,1,0,2,0.2,2019,47.0,
1094,Gabriel Teodoro,Martinelli Silva,3,1,39,656,9,36.6,162.8,226.0,5,129,42.5,2,0,1,1.8,2019,42.0,
1095,Kieran,Tierney,1,2,42,986,16,121.1,201.8,73.0,4,213,39.8,2,0,2,1.1,2019,53.0,
907,Bukayo,Saka,1,6,71,1746,18,322.5,327.2,248.0,4,259,89.8,7,0,6,5.7,2019,47.0,
1096,Emile,Smith Rowe,0,0,4,96,0,6.3,9.8,0.0,0,13,1.6,1,0,0,0.0,2019,43.0,
1097,Tyreece,John-Jules,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2019,44.0,
1098,Pablo,Marí,0,0,8,113,0,1.7,27.8,0.0,1,31,3.0,1,0,0,0.0,2019,44.0,
906,Zech,Medley,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2019,40.0,
659,Matt,Macey,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2019,40.0,
1099,Matthew,Smith,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2019,40.0,
1100,Ahmed,El Mohamady,1,1,39,1024,28,324.1,254.6,67.0,7,224,64.6,2,0,1,1.0,2019,41.0,
436,James,Chester,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2019,42.0,
359,Neil,Taylor,0,0,22,1088,25,79.7,157.6,29.0,0,163,26.7,2,0,2,0.2,2019,42.0,
1088,Kortney,Hause,1,0,34,1544,34,33.0,352.8,248.0,0,204,63.4,2,0,3,0.1,2019,44.0,
1101,Jonathan,Kodjia,0,0,5,111,6,12.2,3.4,24.0,0,14,3.8,0,0,1,0.1,2019,54.0,
1102,Ørjan,Nyland,0,0,15,537,12,0.0,101.2,0.0,0,90,10.2,1,0,0,0.4,2019,43.0,
1103,Conor,Hourihane,3,5,83,1526,29,551.8,384.8,317.0,9,328,125.3,6,0,4,0.2,2019,57.0,
1104,Jack,Grealish,8,7,149,3233,63,1209.2,826.6,837.0,19,601,287.0,7,0,8,14.4,2019,59.0,
1105,Anwar,El Ghazi,4,5,93,2046,48,482.2,383.2,655.0,0,281,152.0,5,0,3,0.7,2019,52.0,
1106,John,McGinn,3,3,84,2312,41,503.3,458.6,499.0,4,321,145.9,6,0,3,2.6,2019,52.0,
1107,Andre,Green,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2019,48.0,
1108,Birkir,Bjarnason,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2019,45.0,
1109,Keinan,Davis,0,1,25,534,7,71.7,27.8,212.0,0,43,29.9,1,0,0,0.3,2019,42.0,
1110,Henri,Lansbury,0,0,12,190,6,27.2,13.4,13.0,0,37,5.5,0,0,0,0.3,2019,44.0,
1111,José Ignacio,Peleteiro Romallo,0,1,17,329,5,56.9,47.0,73.0,0,48,17.3,2,0,0,0.2,2019,57.0,
53,Tom,Heaton,0,0,59,1794,35,0.3,507.4,0.0,3,346,50.7,4,0,0,2.1,2019,43.0,
178,Daniel,Drinkwater,0,0,6,317,11,21.2,18.6,8.0,0,32,4.7,0,0,1,0.5,2019,44.0,
298,Matt,Targett,1,3,80,2291,40,432.9,503.8,130.0,10,433,106.9,5,0,4,1.1,2019,43.0,
1112,Wesley,Moraes,5,1,67,1782,31,169.8,296.2,632.0,7,180,108.3,6,0,3,0.8,2019,54.0,
1113,Jed,Steer,0,0,1,7,0,0.0,0.0,0.0,0,3,0.0,0,0,0,0.1,2019,43.0,
34,Tyrone,Mings,2,2,90,2902,53,87.3,758.0,119.0,9,537,96.6,6,0,7,3.3,2019,44.0,
1114,Ezri,Konsa Ngoyo,1,2,65,2038,39,151.8,400.6,173.0,4,335,72.8,5,0,3,0.2,2019,43.0,
1115,Bjorn,Engels,1,0,42,1446,32,31.9,329.6,81.0,4,252,44.5,3,0,1,0.4,2019,43.0,
1116,Frédéric,Guilbert,0,2,62,2038,36,241.5,451.2,77.0,4,342,77.2,6,0,7,0.4,2019,43.0,
1117,Mahmoud Ahmed,Ibrahim Hassan,6,2,98,1936,29,303.7,422.4,741.0,7,270,145.7,6,1,2,1.8,2019,52.0,
1118,Douglas Luiz,Soares de Paulo,3,2,90,2604,51,293.2,508.6,377.0,5,411,118.0,8,0,8,3.7,2019,43.0,
1119,Lovre,Kalinic,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,2019,42.0,
1120,Marvelous,Nakamba,0,0,43,1826,37,162.9,292.2,24.0,0,273,47.9,1,0,5,0.6,2019,44.0,
1121,Indiana,Vassilev,0,0,4,47,1,1.6,1.2,7.0,0,8,0.9,0,0,0,0.0,2019,45.0,
1122,José,Reina,0,0,41,1080,20,10.0,289.4,0.0,4,203,30.0,2,0,1,1.1,2019,42.0,
1123,Mbwana,Samatta,1,0,29,940,18,131.5,67.6,245.0,2,74,44.2,4,0,1,0.2,2019,51.0,
1124,Borja,González Tomás,0,0,2,16,2,1.7,0.2,2.0,0,5,0.4,0,0,0,0.0,2019,53.0,
1125,Kaine,Hayden,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,2019,45.0,
31,Steve,Cook,1,0,52,2427,48,51.5,557.2,159.0,5,362,77.2,3,1,6,0.2,2019,50.0,
35,Nathan,Aké,2,2,79,2503,46,92.7,691.2,326.0,6,499,111.0,4,0,2,6.0,2019,48.0,
32,Charlie,Daniels,0,0,3,126,2,29.6,22.4,0.0,0,18,5.2,0,0,0,0.1,2019,42.0,
912,Chris,Mepham,1,0,27,911,19,20.8,276.8,138.0,2,165,43.7,1,0,1,0.6,2019,43.0,
30,Simon,Francis,0,0,16,964,21,64.4,263.8,72.0,1,161,40.2,1,1,3,0.0,2019,43.0,
33,Adam,Smith,0,1,49,2055,40,183.0,309.6,97.0,3,309,58.8,4,0,7,0.4,2019,43.0,
1126,Lloyd,Kelly,0,0,11,638,15,28.4,73.4,20.0,0,85,12.2,1,0,2,0.1,2019,44.0,
910,Diego,Rico,0,5,84,2333,38,558.9,596.6,96.0,10,463,125.5,6,0,6,7.3,2019,42.0,
691,Jack,Simpson,0,0,4,238,6,12.7,33.6,18.0,0,33,6.4,0,0,0,7.8,2019,39.0,
48,Callum,Wilson,8,6,116,2906,53,391.1,397.4,848.0,8,321,162.6,4,0,9,4.2,2019,74.0,
47,Joshua,King,6,5,99,2010,37,412.7,435.8,506.0,11,313,135.1,4,0,0,3.3,2019,61.0,
589,Dominic,Solanke,3,2,69,1637,39,202.5,223.2,569.0,3,177,99.4,1,0,1,0.4,2019,51.0,
678,Sam,Surridge,0,0,4,25,2,10.6,3.4,24.0,0,3,3.4,0,0,0,0.6,2019,43.0,
73,Asmir,Begovic,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.7,2019,42.0,
28,Artur,Boruc,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,2019,42.0,
914,Mark,Travers,0,0,1,90,3,0.0,15.2,0.0,0,9,1.5,0,0,0,0.1,2019,42.0,
535,Ryan,Fraser,1,5,73,2061,34,627.1,355.6,440.0,2,305,141.9,4,0,2,2.4,2019,68.0,
909,David,Brooks,1,0,21,505,12,100.8,82.2,71.0,1,73,25.4,1,0,1,0.1,2019,61.0,
41,Junior,Stanislas,3,1,42,706,17,185.4,179.0,241.0,2,155,60.7,1,0,1,0.1,2019,58.0,
45,Jordon,Ibe,0,0,2,48,1,5.4,6.8,0.0,0,10,1.2,0,0,0,0.1,2019,46.0,
