club_reference,href,name_and_surname,position,market_value,date_of_birth,country
https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2019,/xherdan-shaqiri/profil/spieler/86792,Xherdan Shaqiri,Right Winger,16000000.00,1991-10-10 00:00:00,Switzerland
https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2019,/harvey-elliott/profil/spieler/565822,Harvey Elliott,Right Winger,3600000.00,2003-04-04 00:00:00,England
https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2019,/sheyi-ojo/profil/spieler/236510,Sheyi Ojo,Right Winger,1600000.00,1997-06-19 00:00:00,England
https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2019,/jack-bearne/profil/spieler/565419,Jack Bearne,Right Winger,-1,2001-09-15 00:00:00,England
https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2019,/roberto-firmino/profil/spieler/131789,Roberto Firmino,Centre-Forward,72000000.00,1991-10-02 00:00:00,Brazil
https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2019,/divock-origi/profil/spieler/148368,Divock Origi,Centre-Forward,16000000.00,1995-04-18 00:00:00,Belgium
https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2019,/rhian-brewster/profil/spieler/406560,Rhian Brewster,Centre-Forward,5400000.00,2000-04-01 00:00:00,England
https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2019,/joe-hardy/profil/spieler/382555,Joe Hardy,Centre-Forward,-1,1998-09-26 00:00:00,England
https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2019,/luis-longstaff/profil/spieler/433182,Luis Longstaff,Centre-Forward,-1,2001-02-24 00:00:00,England
https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2019,/layton-stewart/profil/spieler/580801,Layton Stewart,Centre-Forward,-1,2002-09-03 00:00:00,England
https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2019,/hugo-lloris/profil/spieler/17965,Hugo Lloris,Goalkeeper,14500000.00,1986-12-26 00:00:00,France
https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2019,/paulo-gazzaniga/profil/spieler/195488,Paulo Gazzaniga,Goalkeeper,2800000.00,1992-01-02 00:00:00,Argentina
