club_reference,href,name_and_surname,position,market_value,date_of_birth,country
https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2020,/erik-lamela/profil/spieler/111630,Erik Lamela,Right Winger,16000000.00,1992-03-04 00:00:00,Argentina
https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2020,/harry-kane/profil/spieler/132098,Harry Kane,Centre-Forward,120000000.00,1993-07-28 00:00:00,England
https://www.transfermarkt.com/tottenham-hotspur/startseite/verein/148/saison_id/2020,/carlos-vinicius/profil/spieler/525287,Carlos Vinícius,Centre-Forward,20000000.00,1995-03-25 00:00:00,Brazil
https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2020,/bernd-leno/profil/spieler/72476,Bernd Leno,Goalkeeper,25000000.00,1992-03-04 00:00:00,Germany
https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2020,/mathew-ryan/profil/spieler/128969,Mathew Ryan,Goalkeeper,6000000.00,1992-04-08 00:00:00,Australia
https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2020,/runar-alex-runarsson/profil/spieler/205657,Rúnar Alex Rúnarsson,Goalkeeper,1800000.00,1995-02-18 00:00:00,Iceland
https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2020,/dejan-iliev/profil/spieler/205757,Dejan Iliev,Goalkeeper,300000,1995-02-25 00:00:00,North Macedonia
https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2020,/gabriel/profil/spieler/435338,Gabriel,Centre-Back,25000000.00,1997-12-19 00:00:00,Brazil
https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2020,/rob-holding/profil/spieler/253341,Rob Holding,Centre-Back,16000000.00,1995-09-20 00:00:00,England
https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2020,/calum-chambers/profil/spieler/215118,Calum Chambers,Centre-Back,12000000.00,1995-01-20 00:00:00,England
https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2020,/pablo-mari/profil/spieler/210178,Pablo Marí,Centre-Back,7000000.00,1993-08-31 00:00:00,Spain
https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2020,/david-luiz/profil/spieler/46741,David Luiz,Centre-Back,5000000.00,1987-04-22 00:00:00,Brazil
https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2020,/kieran-tierney/profil/spieler/300716,Kieran Tierney,Left-Back,30000000.00,1997-06-05 00:00:00,Scotland
https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2020,/hector-bellerin/profil/spieler/191217,Héctor Bellerín,Right-Back,25000000.00,1995-03-19 00:00:00,Spain
https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2020,/cedric-soares/profil/spieler/112988,Cédric Soares,Right-Back,6000000.00,1991-08-31 00:00:00,Portugal
